customer_id,customer_name,gender,age,city,state,country,customer_segment
2848,Pratyush Rajagopalan,Male,18,Jaipur,Rajasthan,India,Returning
2849,Radha Misra,Female,53,Kolkata,West Bengal,India,Premium
2850,Hardik Nanda,Female,63,Chennai,Tamil Nadu,India,New
2851,Qasim Ravi,Male,35,Kolkata,West Bengal,India,New
2852,Meera Yadav,Female,26,Jaipur,Rajasthan,India,Premium
2853,Devansh Venkataraman,Female,57,Hyderabad,Telangana,India,New
2854,Sarthak Dalal,Female,29,Hyderabad,Telangana,India,Premium
2855,Pranit Ahluwalia,Male,62,Jaipur,Rajasthan,India,Returning
2856,Dipta Das,Female,59,Ahmedabad,Gujarat,India,Premium
2857,Kabir Jhaveri,Female,28,Kolkata,West Bengal,India,New
2858,Gagan Kunda,Female,30,Pune,Maharashtra,India,Returning
2859,Frado Dash,Male,22,Mumbai,Maharashtra,India,Returning
2860,Januja Garg,Female,19,Lucknow,Uttar Pradesh,India,New
2861,Aadi Kothari,Male,52,Chennai,Tamil Nadu,India,New
2862,Chakradhar Venkataraman,Male,56,Mumbai,Maharashtra,India,New
2863,Sai Dey,Male,53,Chennai,Tamil Nadu,India,New
2864,Dhriti Virk,Male,35,Bengaluru,Karnataka,India,New
2865,Yashvi Kadakia,Male,54,Lucknow,Uttar Pradesh,India,Returning
2866,Chaitanya Khalsa,Male,38,Bengaluru,Karnataka,India,New
2867,Raghav Dhar,Male,40,Chennai,Tamil Nadu,India,Returning
2868,Tanveer Desai,Male,38,Kolkata,West Bengal,India,Returning
2869,Jagrati Mall,Male,62,Pune,Maharashtra,India,Premium
2870,Pahal Borde,Female,44,Mumbai,Maharashtra,India,Premium
2871,Abha Raj,Male,50,Jaipur,Rajasthan,India,New
2872,Mugdha Shan,Female,48,Bengaluru,Karnataka,India,Premium
2873,Aachal Sandal,Female,28,Bengaluru,Karnataka,India,New
2874,Samar Bobal,Male,58,Ahmedabad,Gujarat,India,New
2875,Reyansh Pradhan,Male,61,Hyderabad,Telangana,India,Premium
2876,Oni Dube,Male,50,Delhi,Delhi,India,Premium
2877,Radha Raghavan,Female,46,Lucknow,Uttar Pradesh,India,New
2878,Yug Brahmbhatt,Female,41,Pune,Maharashtra,India,Premium
2879,Jeet Wali,Male,63,Kolkata,West Bengal,India,Premium
2880,Niharika Bhatti,Male,31,Kolkata,West Bengal,India,Premium
2881,Gaurav Patil,Male,27,Lucknow,Uttar Pradesh,India,Premium
2882,Anjali Dhingra,Male,18,Ahmedabad,Gujarat,India,New
2883,Anusha Anne,Male,49,Chennai,Tamil Nadu,India,New
2884,Krishna Kapadia,Female,28,Ahmedabad,Gujarat,India,Returning
2885,Henry Dasgupta,Male,35,Delhi,Delhi,India,Premium
2886,Damini Suri,Female,23,Pune,Maharashtra,India,New
2887,Ikshita Manda,Female,34,Delhi,Delhi,India,Returning
2888,Hardik Bava,Female,59,Chennai,Tamil Nadu,India,New
2889,Eesha Ramachandran,Female,20,Mumbai,Maharashtra,India,Returning
2890,Hemani Wali,Female,44,Chennai,Tamil Nadu,India,Premium
2891,Vansha Datta,Female,41,Delhi,Delhi,India,Premium
2892,Aditya Varghese,Female,41,Lucknow,Uttar Pradesh,India,New
2893,Jonathan Dhar,Female,34,Kolkata,West Bengal,India,Premium
2894,Amara Bera,Male,65,Bengaluru,Karnataka,India,New
2895,Zaid Sahota,Male,27,Jaipur,Rajasthan,India,New
2896,Qadim Sarna,Female,28,Chennai,Tamil Nadu,India,Premium
2897,Upadhriti Thakkar,Male,32,Kolkata,West Bengal,India,Returning
2898,Anya Sangha,Male,40,Ahmedabad,Gujarat,India,Returning
2899,Dalaja Chahal,Female,24,Ahmedabad,Gujarat,India,New
2900,Niharika Munshi,Male,43,Delhi,Delhi,India,Returning
2901,Fariq Bose,Female,39,Hyderabad,Telangana,India,New
2902,Girik Gandhi,Female,56,Pune,Maharashtra,India,Returning
2903,Frado Mangal,Female,25,Hyderabad,Telangana,India,Returning
2904,Advaith Samra,Male,52,Ahmedabad,Gujarat,India,New
2905,Varsha Tank,Male,58,Ahmedabad,Gujarat,India,New
2906,Nidra Atwal,Male,56,Pune,Maharashtra,India,Returning
2907,Abhimanyu Sandal,Female,45,Bengaluru,Karnataka,India,Returning
2908,Yash Wable,Male,31,Hyderabad,Telangana,India,New
2909,Saumya Ganguly,Female,34,Kolkata,West Bengal,India,Premium
2910,Parth Borde,Male,27,Delhi,Delhi,India,New
2911,Kiaan Varkey,Female,23,Chennai,Tamil Nadu,India,Returning
2912,Charan Sami,Female,51,Ahmedabad,Gujarat,India,New
2913,Ladli Garde,Male,21,Chennai,Tamil Nadu,India,New
2914,Isaiah Nigam,Female,37,Kolkata,West Bengal,India,New
2915,Jacob Mannan,Female,44,Hyderabad,Telangana,India,Returning
2916,Vasudha Memon,Male,62,Ahmedabad,Gujarat,India,Returning
2917,Tanay Agate,Female,18,Pune,Maharashtra,India,Premium
2918,Teerth Mody,Male,22,Lucknow,Uttar Pradesh,India,Premium
2919,Ubika Sura,Male,38,Lucknow,Uttar Pradesh,India,Premium
2920,Ishani Ahuja,Male,27,Pune,Maharashtra,India,Returning
2921,Falguni Misra,Female,38,Delhi,Delhi,India,New
2922,Hredhaan Ahluwalia,Female,51,Kolkata,West Bengal,India,Premium
2923,Quincy Ratti,Female,26,Bengaluru,Karnataka,India,Premium
2924,Aditya Chaudhuri,Male,20,Ahmedabad,Gujarat,India,New
2925,Vyanjana Hora,Female,62,Hyderabad,Telangana,India,Premium
2926,Yoshita Dube,Female,31,Delhi,Delhi,India,Returning
2927,Jatin Sura,Male,61,Hyderabad,Telangana,India,Premium
2928,Nachiket Krishna,Female,41,Bengaluru,Karnataka,India,New
2929,Upma Rana,Female,50,Chennai,Tamil Nadu,India,New
2930,Chandani Patla,Female,44,Ahmedabad,Gujarat,India,Returning
2931,Qabil Yadav,Female,52,Pune,Maharashtra,India,Returning
2932,Ikbal Sarna,Female,25,Jaipur,Rajasthan,India,New
2933,Neel Dey,Female,41,Ahmedabad,Gujarat,India,New
2934,Radha Ahluwalia,Male,52,Jaipur,Rajasthan,India,Returning
2935,Rushil Choudhry,Female,60,Kolkata,West Bengal,India,Premium
2936,Bhavani Baria,Female,62,Kolkata,West Bengal,India,Premium
2937,Megha Sama,Male,24,Mumbai,Maharashtra,India,New
2938,Azad Dyal,Female,24,Bengaluru,Karnataka,India,Returning
2939,Varenya Lata,Male,58,Lucknow,Uttar Pradesh,India,Returning
2940,Oviya Suresh,Male,60,Jaipur,Rajasthan,India,Returning
2941,Joshua Nair,Male,32,Kolkata,West Bengal,India,Returning
2942,Yachana Ramachandran,Female,25,Jaipur,Rajasthan,India,New
2943,Imaran Chokshi,Male,40,Ahmedabad,Gujarat,India,Returning
2944,Jonathan Dugal,Female,18,Kolkata,West Bengal,India,Returning
2945,Xiti Arya,Female,35,Hyderabad,Telangana,India,Premium
2946,Charles Oommen,Female,44,Chennai,Tamil Nadu,India,Premium
2947,Abhiram Saraf,Male,44,Hyderabad,Telangana,India,New
2948,Bimala Manda,Male,27,Bengaluru,Karnataka,India,Returning
2949,Fitan Sanghvi,Female,39,Jaipur,Rajasthan,India,New
2950,Michael Vaidya,Female,33,Lucknow,Uttar Pradesh,India,Premium
2951,Zaid Mand,Male,57,Kolkata,West Bengal,India,Premium
2952,Adya Kota,Male,54,Kolkata,West Bengal,India,Returning
2953,Rushil Som,Female,64,Delhi,Delhi,India,New
2954,Yadavi Golla,Female,51,Kolkata,West Bengal,India,New
2955,Manthan Karnik,Male,24,Kolkata,West Bengal,India,Premium
2956,Kevin Rattan,Male,58,Delhi,Delhi,India,Premium
2957,Anusha Handa,Female,53,Kolkata,West Bengal,India,New
2958,Pooja Badami,Male,23,Pune,Maharashtra,India,New
2959,Gavin Behl,Female,18,Bengaluru,Karnataka,India,Premium
2960,Nikita Vohra,Male,19,Lucknow,Uttar Pradesh,India,Premium
2961,Vihaan Kapadia,Male,54,Jaipur,Rajasthan,India,Returning
2962,Pooja Srinivas,Male,47,Bengaluru,Karnataka,India,Premium
2963,Yashvi Sane,Male,33,Pune,Maharashtra,India,Premium
2964,Daksha Choudhary,Female,30,Hyderabad,Telangana,India,Premium
2965,Januja Mand,Female,34,Hyderabad,Telangana,India,Premium
2966,Omya Koshy,Female,23,Bengaluru,Karnataka,India,New
2967,Champak Gopal,Male,25,Bengaluru,Karnataka,India,Returning
2968,Aadi Ben,Male,24,Lucknow,Uttar Pradesh,India,New
2969,Simon Mangal,Female,29,Chennai,Tamil Nadu,India,New
2970,Ati Chaudhuri,Female,41,Mumbai,Maharashtra,India,New
2971,Qasim Krishnan,Male,49,Kolkata,West Bengal,India,New
2972,Januja Natt,Male,49,Kolkata,West Bengal,India,Premium
2973,Isaac Chatterjee,Male,61,Mumbai,Maharashtra,India,Returning
2974,Kalpit Narula,Female,58,Kolkata,West Bengal,India,Returning
2975,Janaki Wadhwa,Male,37,Delhi,Delhi,India,New
2976,Wazir Majumdar,Male,25,Delhi,Delhi,India,Returning
2977,Leena Chahal,Female,57,Pune,Maharashtra,India,Premium
2978,Kalpit Dara,Male,28,Jaipur,Rajasthan,India,Premium
2979,Rayaan Hans,Male,30,Chennai,Tamil Nadu,India,Premium
2980,Hardik Borde,Male,51,Bengaluru,Karnataka,India,Premium
2981,Charvi Som,Male,41,Delhi,Delhi,India,New
2982,Mitesh Bassi,Male,38,Hyderabad,Telangana,India,New
2983,Rehaan Sahota,Male,64,Hyderabad,Telangana,India,Premium
2984,Idika Pau,Female,35,Delhi,Delhi,India,Returning
2985,Jacob Sarin,Male,40,Hyderabad,Telangana,India,Premium
2986,Vasudha Saini,Female,47,Jaipur,Rajasthan,India,Premium
2987,Ojas Mahal,Female,50,Ahmedabad,Gujarat,India,Returning
2988,Bimala Bath,Female,29,Hyderabad,Telangana,India,New
2989,Ranveer Rao,Female,24,Chennai,Tamil Nadu,India,Premium
2990,Yochana Borde,Female,28,Lucknow,Uttar Pradesh,India,New
2991,Raksha Upadhyay,Female,46,Ahmedabad,Gujarat,India,Returning
2992,Madhavi Rattan,Female,38,Lucknow,Uttar Pradesh,India,Premium
2993,Samuel Gour,Female,45,Mumbai,Maharashtra,India,New
2994,Nathaniel Kamdar,Female,41,Lucknow,Uttar Pradesh,India,Premium
2995,Yochana Shah,Female,28,Mumbai,Maharashtra,India,New
2996,Chavvi Kannan,Female,55,Jaipur,Rajasthan,India,Returning
2997,Amrita Dani,Female,43,Chennai,Tamil Nadu,India,New
2998,Udarsh Bath,Male,38,Mumbai,Maharashtra,India,Returning
2999,Bishakha Baral,Female,33,Delhi,Delhi,India,New
3000,Arunima Deol,Female,41,Hyderabad,Telangana,India,New
3001,Charan Kothari,Male,18,Pune,Maharashtra,India,Returning
3002,Jack Agarwal,Female,31,Bengaluru,Karnataka,India,Returning
3003,Jyoti Nair,Female,32,Lucknow,Uttar Pradesh,India,Premium
3004,Aishani Deol,Female,36,Mumbai,Maharashtra,India,Premium
3005,Chaitaly Nair,Male,24,Hyderabad,Telangana,India,Premium
3006,Advaith Parekh,Male,54,Chennai,Tamil Nadu,India,Premium
3007,Ati Goda,Female,38,Kolkata,West Bengal,India,Returning
3008,Amol Yogi,Male,21,Hyderabad,Telangana,India,Returning
3009,Lavanya Kurian,Male,35,Ahmedabad,Gujarat,India,Returning
3010,Riya Kannan,Male,46,Mumbai,Maharashtra,India,New
3011,Amruta Jani,Female,55,Lucknow,Uttar Pradesh,India,Returning
3012,Nachiket Sehgal,Male,36,Hyderabad,Telangana,India,New
3013,Radha Pillay,Male,47,Lucknow,Uttar Pradesh,India,Returning
3014,Varenya Chander,Female,20,Delhi,Delhi,India,Premium
3015,Pratyush Sharaf,Male,39,Jaipur,Rajasthan,India,Premium
3016,Patrick Gulati,Male,48,Bengaluru,Karnataka,India,New
3017,Pranit Manda,Female,35,Kolkata,West Bengal,India,Returning
3018,Dayita Gaba,Female,23,Pune,Maharashtra,India,Premium
3019,Meera Guha,Female,57,Pune,Maharashtra,India,New
3020,Luke Bora,Female,62,Kolkata,West Bengal,India,Returning
3021,Yatan Sha,Male,41,Ahmedabad,Gujarat,India,Premium
3022,Harish Vyas,Male,32,Mumbai,Maharashtra,India,New
3023,Advik Chaudhry,Male,24,Bengaluru,Karnataka,India,Returning
3024,Leena Bail,Male,28,Kolkata,West Bengal,India,New
3025,Agastya Bassi,Female,52,Hyderabad,Telangana,India,New
3026,Yuvraj Chacko,Female,20,Bengaluru,Karnataka,India,New
3027,Luke Arya,Female,22,Bengaluru,Karnataka,India,Returning
3028,Hitesh Nigam,Female,35,Pune,Maharashtra,India,Premium
3029,Samaksh Dewan,Male,55,Delhi,Delhi,India,Returning
3030,Sachi Gade,Male,38,Mumbai,Maharashtra,India,New
3031,Garima Srinivas,Female,58,Lucknow,Uttar Pradesh,India,Returning
3032,Yagnesh Bhalla,Male,54,Mumbai,Maharashtra,India,Returning
3033,Jatin Bail,Female,38,Ahmedabad,Gujarat,India,Premium
3034,Harshil Minhas,Male,23,Ahmedabad,Gujarat,India,Returning
3035,Yasti Sagar,Male,40,Chennai,Tamil Nadu,India,Premium
3036,Aarav Kapur,Male,62,Hyderabad,Telangana,India,New
3037,Utkarsh Sane,Female,21,Mumbai,Maharashtra,India,New
3038,Manan Pandit,Male,47,Bengaluru,Karnataka,India,Returning
3039,Upkaar Rajagopalan,Female,24,Hyderabad,Telangana,India,Returning
3040,Vyanjana Gara,Female,37,Hyderabad,Telangana,India,Premium
3041,Udarsh Chaudry,Male,50,Ahmedabad,Gujarat,India,New
3042,Ishanvi Bose,Male,41,Delhi,Delhi,India,Returning
3043,Jagat Patel,Male,43,Ahmedabad,Gujarat,India,New
3044,Caleb Dora,Female,45,Mumbai,Maharashtra,India,New
3045,Priya Wali,Male,27,Chennai,Tamil Nadu,India,Returning
3046,Pratyush Sandal,Male,33,Mumbai,Maharashtra,India,New
3047,Charvi Mangat,Male,35,Ahmedabad,Gujarat,India,New
3048,Hemang Madan,Female,40,Ahmedabad,Gujarat,India,Returning
3049,Jyoti Lanka,Male,40,Mumbai,Maharashtra,India,Returning
3050,Aarnav Dixit,Male,43,Hyderabad,Telangana,India,Premium
3051,Ekaja Divan,Female,21,Kolkata,West Bengal,India,Returning
3052,Sanya Sridhar,Female,24,Chennai,Tamil Nadu,India,New
3053,Isaiah Sane,Female,30,Kolkata,West Bengal,India,Returning
3054,Maanav Chana,Female,29,Hyderabad,Telangana,India,Premium
3055,Joshua Gopal,Female,51,Chennai,Tamil Nadu,India,Returning
3056,Ira Nagar,Male,59,Mumbai,Maharashtra,India,New
3057,Panini Srivastava,Male,25,Mumbai,Maharashtra,India,New
3058,Gauri Devi,Female,33,Bengaluru,Karnataka,India,New
3059,Leela Sahota,Male,35,Jaipur,Rajasthan,India,New
3060,Waida Walia,Female,43,Lucknow,Uttar Pradesh,India,Returning
3061,Leena Chacko,Male,64,Mumbai,Maharashtra,India,Premium
3062,Theodore Chahal,Female,31,Chennai,Tamil Nadu,India,New
3063,Janaki Agate,Female,58,Hyderabad,Telangana,India,Returning
3064,Anay Patil,Female,64,Lucknow,Uttar Pradesh,India,New
3065,Kiaan Choudhary,Male,50,Mumbai,Maharashtra,India,Premium
3066,Ikshita Patel,Female,65,Lucknow,Uttar Pradesh,India,Returning
3067,Chaitaly Sharma,Male,38,Hyderabad,Telangana,India,Premium
3068,Oviya Kibe,Male,29,Mumbai,Maharashtra,India,Returning
3069,Udarsh Bhalla,Male,18,Ahmedabad,Gujarat,India,Premium
3070,Jacob Dhar,Female,39,Ahmedabad,Gujarat,India,New
3071,Atharv Samra,Female,22,Delhi,Delhi,India,New
3072,Chatura Cherian,Female,48,Bengaluru,Karnataka,India,Premium
3073,Vansha Dugar,Female,33,Bengaluru,Karnataka,India,Returning
3074,Manan Pau,Male,19,Mumbai,Maharashtra,India,Premium
3075,Farhan Konda,Male,51,Chennai,Tamil Nadu,India,Premium
3076,Advik Saha,Male,24,Delhi,Delhi,India,New
3077,Qabil Singhal,Female,46,Chennai,Tamil Nadu,India,Returning
3078,Chandani Singhal,Female,60,Pune,Maharashtra,India,Returning
3079,Geetika Sawhney,Female,47,Chennai,Tamil Nadu,India,New
3080,Bhavini Choudhry,Female,63,Pune,Maharashtra,India,Returning
3081,Darpan Balay,Female,25,Jaipur,Rajasthan,India,Returning
3082,Yahvi Dyal,Male,27,Jaipur,Rajasthan,India,Returning
3083,Meghana Sampath,Male,40,Hyderabad,Telangana,India,Returning
3084,Aarna Thaker,Male,54,Bengaluru,Karnataka,India,Premium
3085,Utkarsh Sampath,Female,31,Kolkata,West Bengal,India,Premium
3086,Anita Chanda,Male,42,Mumbai,Maharashtra,India,Premium
3087,Jeremiah Kakar,Female,58,Mumbai,Maharashtra,India,Premium
3088,Daksh Kanda,Female,51,Jaipur,Rajasthan,India,New
3089,Qarin Brahmbhatt,Female,39,Chennai,Tamil Nadu,India,Returning
3090,Vansha Munshi,Female,35,Lucknow,Uttar Pradesh,India,Returning
3091,Lajita Gala,Male,55,Hyderabad,Telangana,India,Premium
3092,Kamya Samra,Male,45,Pune,Maharashtra,India,Returning
3093,Anamika Chopra,Female,36,Lucknow,Uttar Pradesh,India,New
3094,Faras Patil,Female,61,Bengaluru,Karnataka,India,New
3095,Ayaan Khatri,Male,51,Ahmedabad,Gujarat,India,Returning
3096,Nicholas Chhabra,Male,37,Lucknow,Uttar Pradesh,India,Returning
3097,Siddharth Apte,Male,36,Chennai,Tamil Nadu,India,New
3098,Raghav Jaggi,Male,31,Ahmedabad,Gujarat,India,Returning
3099,Wridesh Luthra,Male,21,Lucknow,Uttar Pradesh,India,Returning
3100,Chaitanya Sule,Male,45,Chennai,Tamil Nadu,India,Returning
3101,Chanakya Murty,Male,34,Bengaluru,Karnataka,India,New
3102,Dayamai Anand,Female,50,Pune,Maharashtra,India,Premium
3103,Barkha Rao,Male,23,Jaipur,Rajasthan,India,Premium
3104,Divya Raman,Male,64,Chennai,Tamil Nadu,India,New
3105,Kai Chatterjee,Male,36,Kolkata,West Bengal,India,New
3106,Nikita Thakur,Female,40,Bengaluru,Karnataka,India,New
3107,Yadavi Doctor,Female,43,Kolkata,West Bengal,India,New
3108,Lavanya Sood,Female,56,Chennai,Tamil Nadu,India,Returning
3109,Bina Edwin,Female,61,Delhi,Delhi,India,Returning
3110,Ubika Brar,Male,61,Lucknow,Uttar Pradesh,India,New
3111,Vincent Kale,Male,44,Chennai,Tamil Nadu,India,Premium
3112,Naveen Thaker,Female,37,Hyderabad,Telangana,India,New
3113,Sara Deep,Female,52,Chennai,Tamil Nadu,India,New
3114,Bina Parsa,Female,24,Kolkata,West Bengal,India,New
3115,Balveer Ram,Female,62,Jaipur,Rajasthan,India,Returning
3116,Sathvik Borde,Female,47,Jaipur,Rajasthan,India,Returning
3117,Widisha Chatterjee,Female,44,Kolkata,West Bengal,India,Returning
3118,Luke More,Male,53,Ahmedabad,Gujarat,India,New
3119,Wishi Chandra,Male,26,Kolkata,West Bengal,India,Premium
3120,Dipta Gara,Male,55,Chennai,Tamil Nadu,India,Premium
3121,Neel Bir,Male,57,Pune,Maharashtra,India,Premium
3122,Januja Pandit,Female,21,Lucknow,Uttar Pradesh,India,Returning
3123,Ekavir Gola,Female,60,Delhi,Delhi,India,New
3124,Aarna Solanki,Female,21,Ahmedabad,Gujarat,India,New
3125,Riya Dey,Female,59,Bengaluru,Karnataka,India,New
3126,Vinaya Baral,Male,36,Pune,Maharashtra,India,Premium
3127,Bhavini Rattan,Female,21,Ahmedabad,Gujarat,India,New
3128,Kai Sastry,Male,62,Lucknow,Uttar Pradesh,India,New
3129,Yauvani Murthy,Male,53,Jaipur,Rajasthan,India,Premium
3130,Fiyaz Sachdev,Male,32,Ahmedabad,Gujarat,India,Premium
3131,Adya Basak,Female,58,Delhi,Delhi,India,Returning
3132,Yash Anand,Female,57,Bengaluru,Karnataka,India,Premium
3133,Henry Mannan,Male,22,Hyderabad,Telangana,India,New
3134,Nathan Rastogi,Male,51,Delhi,Delhi,India,New
3135,Udant Rama,Male,24,Hyderabad,Telangana,India,Returning
3136,Girik Palla,Female,43,Bengaluru,Karnataka,India,New
3137,Upadhriti Warrior,Female,43,Mumbai,Maharashtra,India,Returning
3138,Ikbal Chada,Male,52,Delhi,Delhi,India,Returning
3139,Hritik Ranganathan,Female,60,Lucknow,Uttar Pradesh,India,Premium
3140,Ryan Ratti,Female,27,Mumbai,Maharashtra,India,Premium
3141,Dhruv Nadig,Male,27,Bengaluru,Karnataka,India,Premium
3142,Vedika Kala,Male,50,Hyderabad,Telangana,India,Premium
3143,Ishwar Mallick,Male,48,Jaipur,Rajasthan,India,Returning
3144,Balvan Dugal,Female,60,Chennai,Tamil Nadu,India,New
3145,Madhav Kala,Female,41,Lucknow,Uttar Pradesh,India,Premium
3146,Azad Rai,Female,42,Chennai,Tamil Nadu,India,Premium
3147,Janaki Sani,Female,44,Mumbai,Maharashtra,India,Returning
3148,Tanay Bhagat,Male,36,Delhi,Delhi,India,Returning
3149,Arin Sampath,Female,18,Mumbai,Maharashtra,India,Premium
3150,Zayyan Goda,Male,59,Chennai,Tamil Nadu,India,Premium
3151,Lucky Biswas,Female,20,Lucknow,Uttar Pradesh,India,Returning
3152,Nidhi Bumb,Female,64,Delhi,Delhi,India,Returning
3153,Siya Saini,Male,28,Chennai,Tamil Nadu,India,Returning
3154,Aashi Gour,Male,40,Jaipur,Rajasthan,India,Premium
3155,George Sangha,Female,50,Jaipur,Rajasthan,India,New
3156,Chameli Gala,Male,40,Delhi,Delhi,India,Premium
3157,Ikshita Saini,Female,47,Lucknow,Uttar Pradesh,India,Premium
3158,Vaishnavi Wason,Female,60,Delhi,Delhi,India,Returning
3159,Rajeshri Pant,Male,59,Kolkata,West Bengal,India,Returning
3160,Advaith Issac,Female,56,Kolkata,West Bengal,India,Premium
3161,Maanav Naik,Female,26,Delhi,Delhi,India,Premium
3162,Akshay Dora,Female,55,Pune,Maharashtra,India,Premium
3163,Manbir Tata,Male,20,Kolkata,West Bengal,India,New
3164,Ishaan Ray,Male,24,Delhi,Delhi,India,Premium
3165,Aarush Seshadri,Female,61,Mumbai,Maharashtra,India,Returning
3166,Shivani Chatterjee,Male,64,Pune,Maharashtra,India,New
3167,Tejas Guha,Male,64,Mumbai,Maharashtra,India,Returning
3168,Ojas Purohit,Male,21,Kolkata,West Bengal,India,Premium
3169,Ijaya Kadakia,Male,20,Chennai,Tamil Nadu,India,Premium
3170,Akshay Prabhakar,Female,41,Mumbai,Maharashtra,India,Premium
3171,Amol Mittal,Male,38,Bengaluru,Karnataka,India,New
3172,Yadavi Dash,Female,26,Ahmedabad,Gujarat,India,Premium
3173,Tamanna Sachdev,Male,30,Lucknow,Uttar Pradesh,India,Returning
3174,Indira Pandey,Female,61,Ahmedabad,Gujarat,India,Returning
3175,Gautami Comar,Male,65,Hyderabad,Telangana,India,New
3176,Tara Sangha,Male,23,Kolkata,West Bengal,India,Premium
3177,Peter Gaba,Male,31,Bengaluru,Karnataka,India,New
3178,Lakshmi Mane,Male,41,Delhi,Delhi,India,Returning
3179,Bhanumati Chaudhary,Male,39,Lucknow,Uttar Pradesh,India,New
3180,Hemang Chakraborty,Female,30,Jaipur,Rajasthan,India,New
3181,Nisha Chawla,Female,50,Lucknow,Uttar Pradesh,India,Returning
3182,Harish Sawhney,Male,22,Pune,Maharashtra,India,Returning
3183,Bimala Salvi,Female,22,Kolkata,West Bengal,India,Premium
3184,Udant Sha,Male,51,Mumbai,Maharashtra,India,Returning
3185,Ishwar Hayre,Male,49,Mumbai,Maharashtra,India,New
3186,Jeet Panchal,Female,19,Bengaluru,Karnataka,India,New
3187,Nitara Randhawa,Female,42,Chennai,Tamil Nadu,India,Premium
3188,Kavya Kapur,Male,28,Pune,Maharashtra,India,Returning
3189,Amrita Lalla,Male,51,Mumbai,Maharashtra,India,Premium
3190,Oeshi Khurana,Female,43,Jaipur,Rajasthan,India,Premium
3191,Oeshi Bali,Male,55,Bengaluru,Karnataka,India,Returning
3192,Atharv Dube,Male,20,Chennai,Tamil Nadu,India,Returning
3193,Zilmil Nadkarni,Female,30,Kolkata,West Bengal,India,Returning
3194,Onkar Sani,Male,31,Bengaluru,Karnataka,India,Premium
3195,Mahika Hans,Male,33,Pune,Maharashtra,India,Returning
3196,Charan Sanghvi,Male,40,Mumbai,Maharashtra,India,New
3197,Madhavi Ghose,Male,53,Kolkata,West Bengal,India,Returning
3198,Eesha Varughese,Female,64,Delhi,Delhi,India,New
3199,Rajeshri Kashyap,Male,49,Mumbai,Maharashtra,India,Premium
3200,Jonathan Thaman,Female,45,Hyderabad,Telangana,India,Returning
3201,Manya Lad,Male,19,Chennai,Tamil Nadu,India,New
3202,Ekantika Jani,Male,52,Bengaluru,Karnataka,India,Premium
3203,Girik Bal,Male,53,Kolkata,West Bengal,India,Returning
3204,Advay Dua,Female,42,Bengaluru,Karnataka,India,Premium
3205,Farhan Raja,Female,62,Delhi,Delhi,India,Returning
3206,Kalpit Setty,Male,25,Jaipur,Rajasthan,India,Returning
3207,Rachit Khatri,Female,40,Mumbai,Maharashtra,India,New
3208,Chameli Hari,Female,21,Pune,Maharashtra,India,New
3209,Kritika Lad,Male,55,Hyderabad,Telangana,India,New
3210,Anvi Butala,Female,65,Hyderabad,Telangana,India,Premium
3211,Arin Chauhan,Male,18,Lucknow,Uttar Pradesh,India,Premium
3212,Tripti Das,Male,22,Hyderabad,Telangana,India,New
3213,Lucky Mandal,Female,29,Delhi,Delhi,India,Returning
3214,Pranit Chander,Female,40,Bengaluru,Karnataka,India,Premium
3215,Warda Pathak,Female,26,Hyderabad,Telangana,India,Premium
3216,Mahika Chaudhuri,Female,60,Kolkata,West Bengal,India,New
3217,Anthony Sachdev,Male,34,Mumbai,Maharashtra,India,Premium
3218,Vidhi Bose,Female,63,Hyderabad,Telangana,India,Premium
3219,Oni Prashad,Male,46,Pune,Maharashtra,India,Premium
3220,Shravya Dyal,Female,53,Chennai,Tamil Nadu,India,Returning
3221,Chanchal Anne,Female,38,Hyderabad,Telangana,India,Premium
3222,Azad Dalal,Male,21,Jaipur,Rajasthan,India,Returning
3223,Idika Sule,Female,35,Kolkata,West Bengal,India,New
3224,Nathan Vig,Male,51,Hyderabad,Telangana,India,New
3225,Jairaj Hans,Male,25,Chennai,Tamil Nadu,India,Returning
3226,Arin Vasa,Male,33,Delhi,Delhi,India,Premium
3227,Tarak Patla,Female,25,Ahmedabad,Gujarat,India,New
3228,Teerth Balan,Male,35,Ahmedabad,Gujarat,India,Returning
3229,Lakshit Kannan,Female,37,Lucknow,Uttar Pradesh,India,New
3230,Jonathan Loyal,Female,57,Bengaluru,Karnataka,India,Returning
3231,Vasatika Iyengar,Male,42,Ahmedabad,Gujarat,India,Returning
3232,Ijaya Menon,Male,32,Ahmedabad,Gujarat,India,New
3233,Warhi Sarin,Male,60,Kolkata,West Bengal,India,Returning
3234,Reyansh Krishna,Male,60,Jaipur,Rajasthan,India,Returning
3235,Rudra Mand,Female,19,Bengaluru,Karnataka,India,Premium
3236,Harshil Muni,Female,55,Pune,Maharashtra,India,New
3237,Samesh Sura,Female,64,Bengaluru,Karnataka,India,Premium
3238,Sanaya Sampath,Female,64,Kolkata,West Bengal,India,Premium
3239,Eiravati Chokshi,Male,53,Bengaluru,Karnataka,India,Returning
3240,Pushti Iyengar,Female,45,Chennai,Tamil Nadu,India,Premium
3241,Kashvi Bhatt,Female,28,Lucknow,Uttar Pradesh,India,Returning
3242,Oliver Bandi,Male,26,Ahmedabad,Gujarat,India,New
3243,Nimrat Memon,Female,23,Chennai,Tamil Nadu,India,New
3244,Mitali Balan,Female,39,Jaipur,Rajasthan,India,Premium
